"DHB","Population","Full_IM","Rate","group","breakdown","from_file","until_month","until_year","until_month_n","until_year_n"
"Auckland",274,238,0.868613,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Bay of Plenty",106,84,0.792453,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Canterbury",305,264,0.865574,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Capital & Coast",166,128,0.771084,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Counties Manukau",225,189,0.84,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hawkes Bay",91,70,0.769231,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hutt Valley",92,72,0.782609,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Lakes",45,33,0.733333,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Midcentral",84,68,0.809524,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Nelson Marlborough",91,70,0.769231,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Northland",80,54,0.675,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"South Canterbury",50,44,0.88,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Southern",223,196,0.878924,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Tairawhiti",18,14,0.777778,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Taranaki",67,56,0.835821,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waikato",223,169,0.757848,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Wairarapa",21,17,0.809524,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waitemata",479,385,0.803758,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"West Coast",NA,NA,0.714286,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Whanganui",24,22,0.916667,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"National",2671,2178,0.815425,"NZE","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Auckland",270,229,0.848148,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Bay of Plenty",136,100,0.735294,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Canterbury",313,266,0.84984,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Capital & Coast",152,125,0.822368,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Counties Manukau",246,201,0.817073,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hawkes Bay",110,90,0.818182,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hutt Valley",82,66,0.804878,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Lakes",33,26,0.787879,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Midcentral",114,85,0.745614,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Nelson Marlborough",105,78,0.742857,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Northland",90,66,0.733333,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"South Canterbury",30,24,0.8,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Southern",180,150,0.833333,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Tairawhiti",14,11,0.785714,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Taranaki",92,69,0.75,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waikato",256,183,0.714844,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Wairarapa",23,21,0.913043,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waitemata",472,371,0.786017,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"West Coast",19,16,0.842105,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Whanganui",46,39,0.847826,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"National",2783,2216,0.796263,"Maori","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Auckland",359,304,0.846797,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Bay of Plenty",173,119,0.687861,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Canterbury",275,229,0.832727,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Capital & Coast",124,95,0.766129,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Counties Manukau",326,253,0.776074,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hawkes Bay",107,75,0.700935,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hutt Valley",110,87,0.790909,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Lakes",71,53,0.746479,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Midcentral",132,99,0.75,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Nelson Marlborough",104,74,0.711538,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Northland",128,82,0.640625,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"South Canterbury",38,26,0.684211,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Southern",169,142,0.840237,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Tairawhiti",32,22,0.6875,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Taranaki",97,66,0.680412,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waikato",275,183,0.665455,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Wairarapa",42,36,0.857143,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waitemata",402,308,0.766169,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"West Coast",26,18,0.692308,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Whanganui",43,35,0.813953,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"National",3033,2306,0.760303,"Pacific","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Auckland",396,295,0.744949,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Bay of Plenty",221,140,0.633484,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Canterbury",224,179,0.799107,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Capital & Coast",178,134,0.752809,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Counties Manukau",918,604,0.657952,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hawkes Bay",227,135,0.594714,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hutt Valley",107,77,0.719626,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Lakes",142,105,0.739437,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Midcentral",141,101,0.716312,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Nelson Marlborough",36,28,0.777778,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Northland",212,127,0.599057,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"South Canterbury",14,12,0.857143,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Southern",125,96,0.768,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Tairawhiti",96,63,0.65625,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Taranaki",78,51,0.653846,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waikato",430,263,0.611628,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Wairarapa",28,23,0.821429,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waitemata",215,155,0.72093,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"West Coast",28,13,0.464286,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Whanganui",92,67,0.728261,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"National",3908,2668,0.682702,"Asian","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Auckland",14,NA,0.285714,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Bay of Plenty",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Canterbury",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Capital & Coast",20,14,0.7,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Counties Manukau",74,50,0.675676,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hawkes Bay",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Hutt Valley",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Lakes",13,12,0.923077,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Midcentral",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Nelson Marlborough",10,NA,0.5,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Northland",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"South Canterbury",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Southern",NA,NA,0.666667,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Tairawhiti",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Taranaki",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waikato",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Wairarapa",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Waitemata",21,13,0.619048,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"West Coast",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Whanganui",0,0,NA,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"National",158,102,0.64557,"Other","deprevation","immunisation-3months-march_2014.xls","March ","14",3,2014
"Auckland",1574,1240,0.787802,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",752,546,0.726064,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",1571,1306,0.831318,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",961,788,0.819979,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",2267,1599,0.705337,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",599,465,0.776294,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",521,428,0.821497,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",403,262,0.650124,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",509,398,0.781925,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",389,308,0.791774,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",617,392,0.635332,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",179,149,0.832402,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",915,781,0.853552,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",192,127,0.661458,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",369,275,0.745257,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",1379,895,0.649021,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",127,104,0.818898,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",2081,1592,0.765017,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",107,82,0.766355,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",191,146,0.764398,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"National",15703,11883,0.756734,"Total","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",401,330,0.822943,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",293,229,0.78157,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",840,727,0.865476,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",377,313,0.830239,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",267,206,0.771536,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",229,195,0.851528,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",187,165,0.882353,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",104,80,0.769231,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",213,182,0.85446,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",239,193,0.807531,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",195,132,0.676923,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",136,117,0.860294,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",539,473,0.877551,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",44,33,0.75,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",218,178,0.816514,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",535,392,0.73271,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",57,44,0.77193,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",712,552,0.775281,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",64,50,0.78125,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",69,58,0.84058,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"National",5719,4649,0.812904,"NZE","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",195,117,0.6,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",320,202,0.63125,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",234,172,0.735043,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",180,139,0.772222,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",655,367,0.560305,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",283,201,0.710247,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",157,115,0.732484,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",235,134,0.570213,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",186,126,0.677419,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",60,44,0.733333,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",353,211,0.597734,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",24,17,0.708333,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",175,141,0.805714,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",129,79,0.612403,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",101,57,0.564356,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",545,283,0.519266,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",50,46,0.92,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",357,210,0.588235,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",23,19,0.826087,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",93,64,0.688172,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"National",4355,2744,0.63008,"Maori","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",285,210,0.736842,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",21,17,0.809524,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",70,54,0.771429,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",114,90,0.789474,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",767,531,0.692308,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",29,21,0.724138,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",59,47,0.79661,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",NA,NA,0.714286,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",32,25,0.78125,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",12,NA,0.75,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",18,12,0.666667,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",NA,NA,0.714286,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",36,27,0.75,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",NA,NA,0.5,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",NA,NA,0.75,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",55,39,0.709091,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",NA,NA,1,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",240,178,0.741667,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",NA,NA,NA,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",NA,NA,1,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"National",1774,1287,0.725479,"Pacific","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",475,402,0.846316,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",49,46,0.938776,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",191,168,0.879581,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",142,125,0.880282,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",402,343,0.853234,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",19,17,0.894737,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",68,61,0.897059,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",23,19,0.826087,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",38,33,0.868421,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",25,23,0.92,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",16,14,0.875,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",NA,NA,1,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",57,51,0.894737,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",NA,NA,1,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",21,17,0.809524,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",127,100,0.787402,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",NA,NA,0.8,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",514,445,0.865759,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",NA,NA,0.857143,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",NA,NA,1,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"National",2198,1893,0.861237,"Asian","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",218,181,0.830275,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",69,52,0.753623,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",236,185,0.783898,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",148,121,0.817568,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",176,152,0.863636,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",39,31,0.794872,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",50,40,0.8,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",34,24,0.705882,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",40,32,0.8,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",53,39,0.735849,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",35,23,0.657143,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",NA,NA,0.666667,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",108,89,0.824074,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",NA,NA,0.75,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",21,17,0.809524,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",117,81,0.692308,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",10,NA,0.5,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",258,207,0.802326,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",12,NA,0.583333,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",19,14,0.736842,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"National",1657,1310,0.790585,"Other","ethnic","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",205,171,0.834146,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",40,31,0.775,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",324,275,0.848765,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",266,225,0.845865,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",167,128,0.766467,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",53,38,0.716981,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",100,85,0.85,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",42,36,0.857143,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",54,45,0.833333,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",49,40,0.816327,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",20,15,0.75,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",39,33,0.846154,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",202,179,0.886139,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",11,NA,0.727273,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",33,28,0.848485,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",187,141,0.754011,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",11,NA,0.727273,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",333,251,0.753754,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",17,14,0.823529,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",10,NA,0.9,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"National",2163,1760,0.813685,"Total","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",262,217,0.828244,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",100,76,0.76,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",310,260,0.83871,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",194,154,0.793814,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",251,200,0.796813,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",63,56,0.888889,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",73,62,0.849315,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",38,28,0.736842,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",82,69,0.841463,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",76,64,0.842105,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",69,48,0.695652,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",37,30,0.810811,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",206,172,0.834951,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",17,11,0.647059,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",64,48,0.75,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",202,135,0.668317,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",25,19,0.76,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",359,291,0.810585,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
